"ID","File","GPSLongitude","GPSLatitude","Type","City","Place","Quality","Design"
"1069","IMG_20200126_135403.jpg",7.00697369444444,51.4581893888889,"Multi","E","Pave",2,"C"
"1070","IMG_20200126_140219.jpg",7.00760527777778,51.4598101944444,"Pf","E","Green",-1,"C"
"1071","IMG_20200126_141102.jpg",7.002676,51.4621426944444,"Multi","E","Green",2,"C"
"1072","IMG_20200126_141102.jpg",7.002676,51.4621426944444,"AOZ","E","Green",2,"C"
"1073","IMG_20200126_144636.jpg",6.77612097222222,51.429498,"Ora","Du","Train",2,"B"
"1074","IMG_20200126_144804.jpg",6.7762975,51.4297567777778,"Pf","Du","Train",-2,"B"
"1075","IMG_20200126_145459.jpg",6.77244408333333,51.4322152777778,"Mango","Du","Pave",2,"C"
"1076","IMG_20200128_161644.jpg",6.77602061111111,51.3714523888889,"Multi","Du","Street",2,"C"
"1077","IMG_20200201_123530.jpg",NA,NA,"Kiba","Du","Pave",2,"C"
"1078","IMG_20200201_123613.jpg",6.76145127777778,51.4279291944444,"Kiba","Du","Pave",1,"B"
"1079","IMG_20200202_130109.jpg",6.76673852777778,51.4322357777778,"Pf","Du","Street",1,"C"
"1080","IMG_20200203_171722.jpg",6.76412141666667,51.4291383055556,"Zit","Du","Street",-2,"B"
"1081","IMG_20200203_172023.jpg",6.76141947222222,51.4279303888889,"Kiba","Du","Street",-2,"B"
"1082","IMG_20200204_073136.jpg",6.79507202777778,51.1973812777778,"Zit","Du","Street",-2,"C"
"1083","IMG_20200204_200258.jpg",6.76411638888889,51.4291835,"Mango","Du","Street",-2,"C"
"1084","IMG_20200208_132009.jpg",6.78564436111111,51.21662775,"Ora","D","Street",1,"B"
"1085","IMG_20200208_132037.jpg",6.78567358333333,51.2169611944444,"Pf","D","Street",2,"C"
"1086","IMG_20200208_132138.jpg",6.7857275,51.2176948888889,"Mango","D","Pave",-2,"C"
"1087","IMG_20200208_132555.jpg",6.78822969444444,51.2192764722222,"Multi","D","Green",2,"B"
"1088","IMG_20200209_123556.jpg",NA,NA,"Wasser","Du","House",2,"B"
"1089","IMG_20200209_123556.jpg",NA,NA,"Kiba","Du","House",2,"C"
"1090","IMG_20200209_154242.jpg",6.75888977777778,51.4291907777778,"Multi","Du","Green",-2,"B"
"1091","IMG_20200209_154251.jpg",6.75942294444444,51.4287066944444,"Pf","Du","Street",-2,"B"
"1092","IMG_20200210_150812.jpg",6.75991169444444,51.4283675,"Pf","Du","Green",2,"B"
"1093","IMG_20200210_150942.jpg",6.75875838888889,51.4297921944444,"Pf","Du","Green",2,"B"
"1094","IMG_20200210_151006.jpg",6.75874427777778,51.4298836944444,"Pf","Du","House",2,"B"
"1095","IMG_20200210_151602.jpg",6.76030188888889,51.4309020833333,"Multi","Du","Pave",-2,"B"
"1096","IMG_20200210_151621.jpg",6.76004969444444,51.4308496944444,"Kiba","Du","Dirt",2,"B"
"1097","IMG_20200210_151856.jpg",6.76119419444444,51.4312178888889,"Wald","Du","Street",-2,"B"
"1098","IMG_20200210_151959.jpg",6.760918,51.4306559722222,"Ora","Du","Dirt",-2,"B"
"1099","IMG_20200210_152034.jpg",6.76047888888889,51.4297815833333,"Zit","Du","Green",-1,"B"
"1100","IMG_20200210_152043.jpg",6.76052819444444,51.4297855,"Wald","Du","Green",-2,"B"
"1101","IMG_20200210_152116.jpg",6.75897169444444,51.4298673888889,"Mango","Du","Green",-1,"C"
"1102","IMG_20200210_152134_01.jpg",6.76010608333333,51.4298520833333,"Ora","Du","Pave",-1,"C"
"1103","IMG_20200215_130453.jpg",6.75939438888889,51.4256916944444,"Wasser","Du","Dirt",-1,"C"
"1104","IMG_20200215_131720.jpg",6.76304488888889,51.4178892777778,"Kizi","Du","Dirt",-2,"B"
"1105","IMG_20200215_132135.jpg",6.7642765,51.4152408888889,"Zit","Du","Dirt",1,"C"
"1106","IMG_20200215_132211.jpg",6.764967,51.4151863888889,"Ora","Du","Street",1,"B "
"1107","IMG_20200215_132259.jpg",6.76467477777778,51.4151255,"Multi","Du","Green",1,"B"
"1108","IMG_20200215_152010.jpg",6.76336819444444,51.4194618888889,"Pf","Du","Street",2,"C"
"1109","IMG_20200215_152215.jpg",6.76280708333333,51.4204511944444,"Wasser","Du","Green",-2,"B"
"1110","IMG_20200215_152346.jpg",6.76210708333333,51.4216050833333,"Him","Du","Green",2,"B"
"1111","IMG_20200215_153027.jpg",6.75906319444444,51.4258501944444,"Pf","Du","Dirt",-1,"B"
"1112","IMG_20200215_153246_Bokeh.jpg",6.7620535,51.4266151944444,"Multi","Du","Green",2,"B"
"1113","IMG_20200215_155711.jpg",6.76240236111111,51.439875,"Pf","Du","Green",-2,"B"
"1114","IMG_20200216_154446.jpg",6.76117880555556,51.427958,"Kiba","Du","Street",2,"B"
"1115","IMG_20200216_155348.jpg",6.76941569444444,51.4308038888889,"Multi","Du","Pave",1,"C"
"1116","IMG_20200216_174428.jpg",6.77201838888889,51.4358853888889,"ErdRhab","Du","Street",-2,"B"
"1117","IMG_20200217_162833.jpg",6.79649783333333,51.1964577222222,"Pf","D","Train",2,"C"
"1118","IMG_20200220_064328.jpg",6.77123619444444,51.4306926388889,"Pf","Du","Trash",2,"B"
"1119","IMG_20200220_064358.jpg",NA,NA,"Him","Du","Pave",2,"B"
"1120","IMG_20200220_183700.jpg",6.76908177777778,51.4329075833333,"Mango","Du","Pave",-2,"C"
"1121","IMG_20200221_154407.jpg",6.76383325,51.4316745833333,"AOZ","Du","Pave",-2,"B"
"1122","IMG_20200225_094604.jpg",6.76168408333333,51.427713,"Pf","Du","Pave",1,"B"
"1123","IMG_20200225_094624.jpg",6.76196508333333,51.4278670833333,"Ora","Du","Pave",2,"B"
"1124","IMG_20200227_073314.jpg",6.79388227777778,51.1977461944444,"Multi","D","Trash",2,"B"
"1125","IMG_20200227_161103.jpg",NA,NA,"Wasser","D","Train",-1,"C"
"1126","IMG_20200227_161103.jpg",NA,NA,"Zit","D","Train",-1,"C"
"1127","IMG_20200228_090158.jpg",6.776175,51.4302680555556,"Ora","Du","Train",-2,"B"
"1128","IMG_20200306_210759.jpg",NA,NA,"Kiba","Du","Pave",-1,"B"
"1129","IMG_20200307_165332.jpg",6.75910038888889,51.4256235833333,"Wald","Du","Dirt",-1,"C"
"1130","IMG_20200307_165513_Bokeh.jpg",6.75896783333333,51.4244329166667,"Pf","Du","Dirt",2,"B"
"1131","IMG_20200307_235516.jpg",6.76745555555556,51.4310615277778,"Multi","Du","House",2,"C"
"1132","IMG_20200307_235516.jpg",6.76745555555556,51.4310615277778,"Multi","Du","House",2,"C"
"1133","IMG_20200308_011732.jpg",6.76380419444444,51.4330581944444,"Pf","Du","Pave",-1,"B"
"1134","IMG_20200308_011806.jpg",6.76343908333333,51.4327588888889,"Granat","Du","Pave",-2,"B"
"1135","IMG_20200310_063235.jpg",6.76412238888889,51.4291831388889,"Pf","Du","Street",-2,"C"
"1136","IMG_20200310_174739.jpg",6.76061588888889,51.4258722777778,"Pf","Du","Dirt",-1,"C"
"1137","IMG_20200310_174948.jpg",6.75912308333333,51.4252655,"Multi","Du","Pave",-2,"B"
"1138","IMG_20200310_175540.jpg",6.75896944444444,51.4263504444444,"Ora","Du","Street",-2,"B"
"1139","IMG_20200314_165812.jpg",NA,NA,"Pf","Du","House",2,"C"
"1140","IMG_20200314_172502.jpg",6.76866394444444,51.4340128055556,"Kiba","Du","Green",1,"C"
"1141","IMG_20200314_173502.jpg",6.76490088888889,51.4290053888889,"Zit","Du","Green",-1,"B"
"1142","IMG_20200315_130032.jpg",6.76490480555556,51.4259752777778,"Zit","Du","Train",-2,"B"
"1143","IMG_20200315_130032.jpg",6.76490480555556,51.4259752777778,"Zit","Du","Train",-2,"C"
"1144","IMG_20200315_130213.jpg",6.76553694444444,51.4251818055556,"Pf","Du","Green",2,"B"
"1145","IMG_20200315_131145.jpg",6.75890077777778,51.4231529722222,"AOZ","Du","Pave",-2,"C"
"1146","IMG_20200315_131154.jpg",6.7588255,51.4231596944444,"Granat","Du","Green",-1,"C"
"1147","IMG_20200315_131816.jpg",6.76260608333333,51.4203435833333,"Pf","Du","Pave",-2,"B"
"1148","IMG_20200315_132214.jpg",6.76294019444444,51.4179820833333,"Pf","Du","Dirt",2,"C"
"1149","IMG_20200315_132314_Bokeh.jpg",6.76299469444444,51.4178721944444,"Zit","Du","Green",2,"C"
"1150","IMG_20200315_151833.jpg",6.75953613888889,51.4246041111111,"Pf","Du","Street",-2,"B"
"1151","IMG_20200318_162909.jpg",6.76179238888889,51.4294678888889,"Multi","Du","Pave",2,"B"
"1152","IMG_20200318_162932.jpg",6.76189119444444,51.4296605833333,"Pf","Du","Pave",1,"C"
"1153","IMG_20200318_164659.jpg",6.75866327777778,51.4304505833333,"Pf","Du","Pave",-1,"C"
"1154","IMG_20200318_164703.jpg",6.75866327777778,51.4304505833333,"Wasser","Du","Pave",-1,"C"
"1155","IMG_20200318_164852_Bokeh.jpg",6.75904136111111,51.4292637222222,"Granat","Du","Street",-1,"C"
"1156","IMG_20200319_104551_Bokeh.jpg",6.76117377777778,51.4307123888889,"Him","Du","Street",2,"C"
"1157","IMG_20200319_104600.jpg",6.76117377777778,51.4307123888889,"Multi","Du","Green",2,"C"
"1158","IMG_20200319_104839.jpg",6.75859877777778,51.4298157777778,"Multi","Du","Green",2,"B"
"1159","IMG_20200325_174738.jpg",6.75884888888889,51.4298485833333,"Cola","Du","Green",2,"C"
"1160","IMG_20200325_174958.jpg",6.76108416666667,51.43040075,"Ora","Du","Dirt",2,"B"
"1161","IMG_20200325_174958.jpg",6.76108416666667,51.43040075,"Ora","Du","Dirt",2,"B"
"1162","IMG_20200325_175313.jpg",6.76042177777778,51.4294306944444,"Zit","Du","Dirt",-2,"C"
"1163","IMG_20200325_175425.jpg",6.75846508333333,51.4297593888889,"Pf","Du","Pave",-2,"B"
"1164","IMG_20200326_164133.jpg",6.7591605,51.4258798888889,"Pf","Du","Green",2,"B"
"1165","IMG_20200328_123900.jpg",6.78153477777778,51.4284791944444,"Pf","Du","Green",2,"B"
"1166","IMG_20200328_124329.jpg",6.77983708333333,51.4261873888889,"Granat","Du","Dirt",2,"B"
"1167","IMG_20200328_125141_Bokeh.jpg",6.77189988888889,51.4268861111111,"Pf","Du","Green",1,"B"
"1168","IMG_20200328_125201_Bokeh.jpg",6.77181688888889,51.4270873888889,"Pf","Du","Green",-2,"B"
"1169","IMG_20200328_125231_Bokeh.jpg",6.77153766666667,51.4270500833333,"AOZ","Du","Green",-2,"B"
"1170","IMG_20200328_125404_Bokeh.jpg",6.76980758333333,51.4271474722222,"Pf","Du","Green",2,"C"
"1171","IMG_20200328_125759.jpg",6.76737869444444,51.4262135,"Wasser","Du","Green",1,"C"
"1172","IMG_20200328_130520.jpg",6.76092477777778,51.4281863888889,"Zit","Du","Pave",-2,"C"
"1173","IMG_20200401_164106.jpg",6.76117238888889,51.4299775833333,"AOZ","Du","Green",-2,"B"
"1174","IMG_20200401_164316.jpg",6.75879877777778,51.4304411944444,"Pf","Du","Pave",2,"B"
"1175","IMG_20200401_164600.jpg",6.7591555,51.4319495833333,"Pf","Du","Green",2,"B"
"1176","IMG_20200401_165421.jpg",6.75722819444444,51.4303940833333,"Mango","Du","Green",1,"C"
"1177","IMG_20200401_165432.jpg",6.75717297222222,51.4303785833333,"Ora","Du","Green",-1,"B"
"1178","IMG_20200401_165516.jpg",6.75738308333333,51.4301049722222,"Zit","Du","Green",2,"B"
"1179","IMG_20200405_114121.jpg",6.76103452777778,51.4278112222222,"Kiba","Du","Street",2,"B"
"1180","IMG_20200405_114846.jpg",6.76528327777778,51.4256467777778,"Zit","Du","Street",-2,"B"
"1181","IMG_20200405_114903.jpg",6.76576888888889,51.4254860833333,"Wasser","Du","Street",-2,"C"
"1182","IMG_20200405_114903.jpg",6.76576888888889,51.4254860833333,"Wald","Du","Street",-2,"C"
"1183","IMG_20200405_114911.jpg",6.76103452777778,51.4278112222222,"Zit","Du","Pave",-1,"B"
"1184","IMG_20200406_164835.jpg",6.75997758333333,51.4282802777778,"Zit","Du","Dirt",-2,"C"
"1185","IMG_20200406_164840.jpg",6.7599225,51.4283071944444,"Zit","Du","Dirt",-2,"C"
"1186","IMG_20200408_163310_Bokeh.jpg",6.75793577777778,51.4307716944444,"Cola","Du","Pave",2,"C"
"1187","IMG_20200408_163336_Bokeh.jpg",6.75793577777778,51.4307716944444,"Mango","Du","Green",2,"C"
"1188","IMG_20200408_163438.jpg",6.75893058333333,51.4317544722222,"Pf","Du","Pave",2,"C"
"1189","IMG_20200408_163835.jpg",6.75890219444444,51.4305857777778,"Pf","Du","Dirt",-2,"B"
"1190","IMG_20200408_164036.jpg",6.76032358333333,51.4297961944444,"Pf","Du","Green",-2,"B"
"1191","IMG_20200408_164124.jpg",6.76031544444444,51.4299332222222,"AOZ","Du","Green",-2,"B"
"1192","IMG_20200418_114228.jpg",NA,NA,"Pf","Du","Pave",2,"B"
"1193","IMG_20200418_114335.jpg",6.7574085,51.430044,"Pf","Du","Pave",2,"C"
"1194","IMG_20200418_122546.jpg",6.81221183333333,51.4767289166667,"Wald","Du","Dirt",2,"B"
"1195","IMG_20200418_123140.jpg",6.81952841666667,51.4812858055556,"Zit","Du","Street",-2,"B"
"1196","IMG_20200418_123224.jpg",6.81889716666667,51.4815133888889,"Zit","Ob","Pave",-2,"B"
"1197","IMG_20200418_123519.jpg",6.81453355555556,51.47932525,"Pf","Ob","Dirt",-2,"B"
"1198","IMG_20200418_123725.jpg",6.81131544444444,51.4776488055556,"Zit","Ob","Green",2,"B"
"1199","IMG_20200418_123725.jpg",6.81131544444444,51.4776488055556,"AOZ","Ob","Green",2,"B"
"1200","IMG_20200418_123725.jpg",6.81131544444444,51.4776488055556,"Wald","Ob","Green",2,"B"
"1201","IMG_20200418_124407.jpg",6.80368427777778,51.4702117222222,"Zit","Du","Dirt",2,"C"
"1202","IMG_20200418_130924.jpg",6.75470538888889,51.4455365277778,"Granat","Du","Pave",2,"B"
"1203","IMG_20200418_131206.jpg",6.75568308333333,51.4425335833333,"Ora","Du","Dirt",2,"B"
"1204","IMG_20200418_131206.jpg",6.75568308333333,51.4425335833333,"Pf","Du","Dirt",2,"B"
"1205","IMG_20200426_114120_Bokeh.jpg",6.76049227777778,51.4280363888889,"Pf","Du","House",2,"B"
"1206","IMG_20200426_114140_Bokeh.jpg",6.76049227777778,51.4280363888889,"Mango","Du","Pave",-1,"C"
"1207","IMG_20200426_114406.jpg",6.76061158333333,51.4278536944444,"Multi","Du","Street",2,"B"
"1208","IMG_20200426_114525.jpg",6.76050097222222,51.4270077777778,"Pf","Du","Street",-1,"B"
"1209","IMG_20200426_115001.jpg",6.75955438888889,51.4257487777778,"Pf","Du","Train",-2,"B"
"1210","IMG_20200426_115056.jpg",6.75897108333333,51.4260545833333,"Him","Du","Pave",2,"B"
"1211","IMG_20200426_115334.jpg",6.75898872222222,51.4278675,"Pf","Du","Pave",-1,"B"
"1212","IMG_20200426_115344.jpg",6.75932919444444,51.427627,"Multi","Du","Pave",-2,"B"
"1213","IMG_20200428_063858.jpg",6.76380088888889,51.4290964722222,"Pf","Du","Pave",2,"C"
"1214","IMG_20200428_063909.jpg",6.76385658333333,51.4290969722222,"Wasser","Du","Dirt",2,"B"
"1215","IMG_20200428_073316.jpg",6.796375,51.1964300277778,"Pf","D","Pave",-2,"C"
"1216","IMG_20200501_103350_Bokeh.jpg",6.75742338888889,51.4300486944444,"Pf","Du","Green",-1,"C"
"1217","IMG_20200501_103638.jpg",6.75611488888889,51.4294770833333,"Zit","Du","Pave",2,"B"
"1218","IMG_20200501_103653_Bokeh.jpg",6.75613658333333,51.4294381944444,"Zit","Du","Pave",1,"B"
"1219","IMG_20200501_103653_Bokeh.jpg",6.75613658333333,51.4294381944444,"Pf","Du","Pave",2,"B"
"1220","IMG_20200501_104744.jpg",6.75778958333333,51.4238769722222,"Pf","Du","Dirt",1,"B"
"1221","IMG_20200501_105151.jpg",6.75956158333333,51.4257070833333,"Pf","Du","Train",2,"B"
"1222","IMG_20200501_105421.jpg",6.760834,51.4257445833333,"Wald","Du","Dirt",2,"B"
"1223","IMG_20200501_105942_Bokeh.jpg",6.76500872222222,51.4251498055556,"Zit","Du","Street",2,"C"
"1224","IMG_20200501_110045_Bokeh.jpg",6.76539636111111,51.4254344444444,"Multi","Du","Pave",2,"C"
"1225","IMG_20200501_110246_Bokeh.jpg",6.76466508333333,51.4263073888889,"Ora","Du","Pave",-1,"B"
"1226","IMG_20200501_110717.jpg",6.7623965,51.4280203888889,"Zit","Du","Street",-1,"B"
"1227","IMG_20200501_110724.jpg",6.7623965,51.4280203888889,"Pf","Du","Street",-2,"B"
"1228","IMG_20200501_110744_Bokeh.jpg",6.76213,51.4279165,"Ora","Du","Pave",2,"B"
"1229","IMG_20200501_110813_Bokeh.jpg",6.76196208333333,51.4280757222222,"Multi","Du","Pave",-1,"C"
"1230","IMG_20200504_124002.jpg",6.76781219444444,51.4281196944444,"Pf","Du","Street",-2,"B"
"1231","IMG_20200504_124134.jpg",6.76839038888889,51.4291896944444,"Wald","Du","Street",-1,"C"
"1232","IMG_20200504_125736.jpg",6.760676,51.4306611944444,"Pf","Du","Pave",-2,"C"
"1233","IMG_20200504_125819.jpg",6.76131947222222,51.4304261944444,"Wald","Du","Pave",-2,"B"
"1234","IMG_20200504_125840.jpg",6.76118519444444,51.4299996944444,"Pf","Du","Green",2,"C"
"1235","IMG_20200506_063522.jpg",6.76357177777778,51.4288498888889,"Kiba","Du","Street",-2,"C"
"1236","IMG_20200506_063914.jpg",6.76776938888889,51.4300757777778,"Kiba","Du","Dirt",-1,"C"
"1237","IMG_20200506_064039_Bokeh.jpg",6.76947177777778,51.4307388888889,"Kizi","Du","Utilitybox",2,"C"
"1238","IMG_20200506_064743.jpg",6.76210397222222,51.4279058888889,"Ora","Du","Street",-2,"B"
"1239","IMG_20200509_123447.jpg",6.80029547222222,51.4477095,"Pf","Du","Dirt",-1,"B"
"1240","IMG_20200509_125128.jpg",6.81959430555556,51.4417689444444,"Zit","Du","Pave",-2,"B"
"1241","IMG_20200509_133507.jpg",6.73504908333333,51.4321620833333,"Mango","Du","Green",2,"C"
"1242","IMG_20200516_111310.jpg",6.76073033333333,51.4275326388889,"Ora","Du","Pave",2,"B"
"1243","IMG_20200516_111332_Bokeh.jpg",6.76082177777778,51.4276513888889,"Granat","Du","Street",1,"C"
"1244","IMG_20200516_111447_Bokeh.jpg",6.76077819444444,51.4268320833333,"Kiba","Du","Green",-2,"B"
"1245","IMG_20200516_111919.jpg",6.766049,51.4258768333333,"Pf","Du","Green",-2,"B"
"1246","IMG_20200516_112144_Bokeh.jpg",6.76868602777778,51.4261961111111,"Pf","Du","Green",1,"B"
"1247","IMG_20200516_112516.jpg",6.77146616666667,51.4271302222222,"Multi","Du","Green",2,"B"
"1248","IMG_20200516_112610.jpg",6.77027169444444,51.4275982777778,"Multi","Du","Green",-2,"B"
"1249","IMG_20200516_115111.jpg",6.7719805,51.4263033333333,"Pf","Du","Pave",-2,"C"
"1250","IMG_20200516_115350.jpg",6.77214919444444,51.4267522777778,"Kizi","Du","Green",2,"C"
"1251","IMG_20200516_115358.jpg",6.77214919444444,51.4267522777778,"Pf","Du","Green",-2,"C"
"1252","IMG_20200516_115500.jpg",6.76943319444444,51.4246596944444,"Granat","Du","Dirt",-2,"C"
"1253","IMG_20200516_120705.jpg",6.76214908333333,51.4278225833333,"Pf","Du","Dirt",-2,"C"
"1254","IMG_20200519_063335.jpg",6.76908961111111,51.43071925,"Pf","Du","Pave",-2,"C"
"1255","IMG_20200519_155524.jpg",6.77282405555556,51.4301749722222,"Ora","Du","Pave",-2,"B"
"1256","IMG_20200519_160652.jpg",6.76137319444444,51.4278754444444,"Mango","Du","Pave",-2,"C"
"1257","IMG_20200520_063856.jpg",6.76866927777778,51.4308106944444,"Pf","Du","Dirt",2,"B"
"1258","IMG_20200521_144008_Bokeh.jpg",6.76193025,51.4279214166667,"Zit","Du","Pave",2,"C"
"1259","IMG_20200527_063252.jpg",6.76184058333333,51.4278436944444,"Pf","Du","Street",-2,"C"
"1260","IMG_20200527_063508.jpg",6.76216058333333,51.4278750833333,"Zit","Du","Street",-2,"C"
"1261","IMG_20200527_063709.jpg",6.76377358333333,51.4290088611111,"Pf","Du","Street",-2,"B"
"1262","IMG_20200527_064319_Bokeh.jpg",6.77062888888889,51.4306497777778,"Kiba","Du","House",2,"C"
"1263","IMG_20200530_172847.jpg",6.76211147222222,51.4296846944444,"Zit","Du","Trash",2,"C"
"1264","IMG_20200530_184859.jpg",6.76512858333333,51.4312146944444,"Ora","Du","Street",-2,"B"
"1265","IMG_20200531_205744.jpg",6.75896838888889,51.4253138333333,"Multi","Du","Pave",2,"B"
"1266","IMG_20200531_234125.jpg",6.75908858333333,51.4258055,"Pf","Du","Pave",-1,"B"
"1267","IMG_20200531_234155.jpg",6.75895358333333,51.4261662777778,"Wald","Du","Street",-2,"C"
"1268","IMG_20200531_234354.jpg",6.75877558333333,51.427554,"Pf","Du","Green",-2,"C"
"1269","IMG_20200601_103005.jpg",6.75617255555556,51.4319293333333,"Pf","Du","Street",-1,"C"
"1270","IMG_20200601_104329.jpg",6.71792013888889,51.438907,"Multi","Du","Green",-2,"C"
"1271","IMG_20200601_112358.jpg",6.81698688888889,51.478738,"Blau","Ob","Green",-2,"B"
"1272","IMG_20200601_115327.jpg",6.87699208333333,51.4995532777778,"Pf","Ob","Green",-2,"B"
"1273","IMG_20200601_124558.jpg",6.8200075,51.4801744722222,"Pf","Ob","Pave",-2,"B"
"1274","IMG_20200601_132320.jpg",6.74593919444444,51.4416088888889,"Pf","Du","Street",-2,"B"
"1275","IMG_20200601_132405.jpg",6.74713377777778,51.4413651944444,"Granat","Du","Pave",-1,"C"
"1276","IMG_20200601_132444.jpg",6.74763908333333,51.4412508888889,"Cola","Du","Utilitybox",-2,"C"
"1277","IMG_20200602_064407.jpg",NA,NA,"Multi","Du","Pave",-1,"B"
"1278","IMG_20200602_153503.jpg",6.76480769444444,51.4297861944444,"Wasser","Du","Street",-2,"B"
"1279","IMG_20200602_153514.jpg",6.764889,51.4297285277778,"Wasser","Du","Dirt",-2,"B"
"1280","IMG_20200604_063104_Bokeh.jpg",6.7640745,51.426439,"Multi","Du","House",2,"B"
"1281","IMG_20200604_063209_Bokeh.jpg",6.76270427777778,51.4283401944444,"Pf","Du","Pave",-2,"B"
"1282","IMG_20200604_155802.jpg",NA,NA,"Multi","Du","Pave",-1,"C"
"1283","IMG_20200606_164116.jpg",6.77222027777778,51.2119827222222,"Zit","D","Trash",2,"B"
"1284","IMG_20200606_182225_Bokeh.jpg",6.76778158333333,51.4319725833333,"Multi","Du","Utilitybox",2,"B"
"1285","IMG_20200608_063630.jpg",6.76194563888889,51.4279029444444,"Kiba","Du","House",2,"B"
"1286","IMG_20200608_063646.jpg",6.76205988888889,51.4278830833333,"Multi","Du","Pave",-1,"C"
"1287","IMG_20200608_063845.jpg",6.76390486111111,51.4289578333333,"Zit","Du","Pave",-2,"B"
"1288","IMG_20200608_174922.jpg",6.77365308333333,51.4318465833333,"Multi","Du","Green",2,"B"
"1289","IMG_20200608_180252.jpg",6.76820369444444,51.4308906944444,"Granat","Du","Trash",2,"C"
"1290","IMG_20200609_211055.jpg",6.76983938888889,51.4271790833333,"Kizi","Du","Green",-2,"C"
"1291","IMG_20200611_121233.jpg",6.75477738888889,51.4336560833333,"Pf","Du","Dirt",-2,"C"
"1292","IMG_20200611_123031.jpg",6.80271019444444,51.4532081944444,"Pf","Du","Green",1,"B"
"1293","IMG_20200611_123830.jpg",6.8233445,51.443764,"Kizi","Mh","Dirt",-1,"C"
"1294","IMG_20200611_125154.jpg",6.83853488888889,51.4295612777778,"Pf","Mh","Green",1,"C"
"1295","IMG_20200611_125226.jpg",6.83876888888889,51.4297595833333,"Ora","Mh","Green",-1,"C"
"1296","IMG_20200611_130637.jpg",6.87231966666667,51.4266063055556,"Wasser","Mh","Street",-2,"B"
"1297","IMG_20200611_130646.jpg",6.87905025,51.4266245555556,"Multi","Mh","Green",2,"C"
"1298","IMG_20200611_141906.jpg",6.99803997222222,51.3868501944444,"Kizi","E","Trash",-2,"B"
"1299","IMG_20200612_192230.jpg",6.75716666666667,51.4302034166667,"Zit","Du","Green",2,"B"
"1300","IMG_20200613_212201.jpg",6.76089208333333,51.4259501944444,"Pf","Du","Dirt",-2,"C"
"1301","IMG_20200613_212434.jpg",6.75952208333333,51.4257047777778,"Him","Du","Pave",2,"B"
"1302","IMG_20200613_212908.jpg",6.76215516666667,51.4244539722222,"Multi","Du","Pave",-2,"B"
"1303","IMG_20200613_212931.jpg",6.76194308333333,51.4247800833333,"Zit","Du","Pave",-1,"B"
"1304","IMG_20200613_220106.jpg",6.781255,51.42140275,"Multi","Du","Dirt",2,"B"
"1305","IMG_20200613_220106.jpg",6.781255,51.42140275,"Wasser","Du","Dirt",2,"B"
"1306","IMG_20200613_221124.jpg",6.78507188888889,51.4258629722222,"Zit","Du","Dirt",-1,"C"
"1307","IMG_20200613_221513.jpg",6.7851555,51.4277048888889,"Pf","Du","House",2,"B"
"1308","IMG_20200613_221932.jpg",6.78673552777778,51.4292474166667,"Pf","Du","Pave",-2,"B"
"1309","IMG_20200613_231331.jpg",6.77367847222222,51.4306988888889,"Kiba","Du","House",2,"B"
"1310","IMG_20200613_232330.jpg",6.77235413888889,51.4265327777778,"Pf","Du","Dirt",-2,"B"
"1311","IMG_20200613_232342.jpg",6.77006969444444,51.4281105,"Kizi","Du","Green",-1,"B"
"1312","IMG_20200615_071113.jpg",6.79377238888889,51.2210266944444,"Pf","D","Train",2,"C"
"1313","IMG_20200618_063744.jpg",6.76381327777778,51.4290852777778,"Zit","Du","Utilitybox",2,"C"
"1314","IMG_20200618_063826.jpg",6.76440427777778,51.4293228888889,"Zit","Du","Pave",1,"C"
"1315","IMG_20200618_063831.jpg",6.76440427777778,51.4293228888889,"Pf","Du","House",2,"C"
"1316","IMG_20200619_170338.jpg",6.75762602777778,51.4298473333333,"Multi","Du","Pave",-1,"C"
"1317","IMG_20200619_170410.jpg",6.75758908333333,51.4299468333333,"Zit","Du","Green",2,"B"
"1318","IMG_20200619_170508.jpg",6.7565035,51.4304740555556,"Pf","Du","Pave",2,"C"
"1319","IMG_20200619_212907.jpg",6.75612058333333,51.4297687777778,"Kizi","Du","Green",1,"B"
"1320","IMG_20200619_213031.jpg",6.75616208333333,51.4287984722222,"Wasser","Du","Green",1,"C"
"1321","IMG_20200619_213033.jpg",6.75616208333333,51.4287984722222,"Pf","Du","Green",2,"B"
"1322","IMG_20200619_213257.jpg",6.75589908333333,51.4271849166667,"Kiba","Du","Pave",2,"C"
"1323","IMG_20200619_213257.jpg",6.75589908333333,51.4271849166667,"Multi","Du","Pave",2,"C"
"1324","IMG_20200619_213303.jpg",6.75568458333333,51.4271725833333,"Wasser","Du","Green",-2,"C"
"1325","IMG_20200619_213443.jpg",6.75549427777778,51.4265111944444,"Multi","Du","Pave",-1,"B"
"1326","IMG_20200619_213525.jpg",6.75459377777778,51.4257690833333,"Ora","Du","Green",-1,"B"
"1327","IMG_20200619_214436.jpg",6.76247777777778,51.4215878888889,"Pf","Du","Green",-1,"B"
"1328","IMG_20200621_142124.jpg",7.05446447222222,51.3592012777778,"Pf","E","Green",-2,"B"
"1329","IMG_20200623_063658.jpg",6.76483608333333,51.4294195833333,"Mango","Du","Pave",-2,"C"
"1330","IMG_20200623_145346.jpg",6.77309958333333,51.4300892777778,"Multi","Du","Green",2,"B"
"1331","IMG_20200630_063200.jpg",6.76078638888889,51.4279823888889,"Wald","Du","Pave",-2,"C"
